"pid","grp","duration","entry","exit","num","ind"
3227,"inactive",318,224,340,6294,1
3233,"inactive",305,210,325,6294,1
3243,"inactive",321,227,340,6294,1
3246,"inactive",320,226,343,6294,1
3247,"inactive",314,219,335,6294,1
3253,"inactive",313,218,332,6294,1
3264,"inactive",322,228,340,6294,1
3295,"inactive",314,219,333,6294,1
3298,"inactive",326,232,352,6294,1
3299,"inactive",325,230,344,6294,1
3305,"inactive",325,230,345,6294,1
3310,"inactive",299,205,317,6294,1
3314,"inactive",320,226,347,6294,1
3318,"inactive",310,215,328,6294,1
3323,"inactive",308,214,329,6294,1
3325,"inactive",308,213,334,6294,1
3329,"inactive",298,203,320,6294,1
